SCHOOLNAME,STATE,BOARD
Vivekananda Academy Post Betai Nadia - West Bengal,WEST BENGAL,CBSE
Don Bosco school icse Tirap,WEST BENGAL,ICSE
Abotani Vidya Niketan Pachim Colony Naharlagun - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Army School Tenga Valley West Kameng - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Arunachal Pali Vidyapith Chongkham - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Assam Rifles Middle School Along West Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
"Assam Rifles Secondary School C/o 7, Assam Rifles Changland - Arunachal Pradesh",ARUNACHAL PRADESH,CBSE
Boum Kakir Mission School Boleng East Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Boum Kakir Mission School Midphu Papum Pare - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Chow Nanda Memorial School Chowkham Lohit - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
D Ering Memorial Government Secondary School Pasighat - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Donyi Polo Mission School Sagalee Papum Pare - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Donyi Polo Vidya Bhawan Ita Nagar Papum Pare - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Along West Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Anini Dlvalley - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Basar West Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Bilat East Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Boleng East Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Bolong Dibang Valley - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Bomdila West Kameng - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Bordumsa Changlang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Changlang Changlang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Chowkham Lohit - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Dambuk Dibang Valley - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Daporijo Upper Subansiri - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Deomali Tirap - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Dirang West Kameng - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Doimukh Papum Pare - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Dumporijo Upper Subansiri - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Hayuliang Lohit - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Innao Changlang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Itanagar Papum Pare - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Kalaktang West Kameng - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Kamba West Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Kanubari Tirap - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Kaying West Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Kharsang Changlang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Khonsa Tirap - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Kodak Upper Subansiri - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Likabali West Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Longding Khonsa - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Mahadevpur Lohit - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Mariyang Upper Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Mebo East Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Mechukha West Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Miao Changlang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Naharlagun Papum Pare - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Namsai Lohit - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Palin Lower Subansiri - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Pangin East Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Pasighat East Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Raga Lower Subansiri - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Roing Dibang Valley - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Rumgong West Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Rupa West Kameng - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Sagalee Papum Pare - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Seijosa East Kameng - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Seppa East Kameng - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Sille East Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Tawang Tawang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Telam East Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Tezu Lohit - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Tuting Upper Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Yazali Lower Subansiri - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Higher Secondary School Yingkiong Upper Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Nehru Memorial Secondary School Along West Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Sangay Lhaden Sports Academy Chimbu Itanagar - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Bagra West Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Balek East Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Balijan Papum Pare - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Bameng East Kameng - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Bhalukpong West Kameng - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Bijari Dibang Valley - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Boa Simla Lower Subansiri - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Bomba Tawang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Borduria Tirap - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Borguli East Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Darak West Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Daring West Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Deed Changlang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Desali Dibang Valley - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Fengche Pampoli East Kameng - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Geku Upper Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Gensi West Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Gidding Changlang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Godak Lower Subansiri - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Hapoli Lower Subansiri - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Hawai Lohit - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Hija Lower Subansiri - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Jairampur Changlang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Jang Tawang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Jeko Lohit - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Jengging Yingkiong - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Joram Lower Subansiri - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Kangku West Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Kimin Paum Pare - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Koloriang Lower Subansiri - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Kombo West Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Koronu Dibang Valley - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Koyu East Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Kumari Lohit - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Laju Tiap - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Lathao Lohit - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Lhou Tawang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Ligu Upper Subansiri - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Loiliang Lohit - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Loromoba West Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Lumla Tawang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Manhofai Lohit - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Manmao Changlang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Manmon Lohit - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Maro Upper Subansiri - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Mirku East Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Muri Mugli Upper Subansiri - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Nafra West Kameng - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Namshu West Kameng - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Nari - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Nikte West Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Ningroo Lohit - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Old Mohnag Lohit - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Paglam Dibang Valley - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Pakke Kessang East Kameng - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Parbuk Kangkong Dibang Valley - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Pessing West Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Polo Colony Naharlagun - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Post & Ps Toru Papumpare - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Post Dipa West Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Post Diyun Changlang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Post Seppa East Kameng - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Post Tali Lower Subansiri - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Ruksin East Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Sangram Lower Subansiri - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Shergaon West Kameng - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Singchung West Kameng - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Soha Tirap - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Sompoi Changlang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Soppi Upper Daparija - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Tajang Lower Subansiri - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Taliha Upper Subansiri - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Talo Lower Subansiri - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Tezu Lohit - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Thrizino West Kameng - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Tirbin West Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Vijay Nagar Changlang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Wakka Tirap - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Wakro Lohit - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Yanman Changlang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary School Yomcha West Siang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Secondary Shool Cyangtajo East Kameng - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Government Town Secondary School Khonsa Tirap - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Green Mount School F Sector Ita Nagar - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Gyan Ganga Vidyapeeth Chandra Nagar Ita Nagar - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Indira Academy A Sector Naharlagun - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Jawahar Navodaya Vidyalaya Seppa East Kameng - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
Jawahar Navodaya Vidyalaya Tawang Tawang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
"Jawahar Navodaya Vidyalayas Lepajaring, Upper Subahansiri - Arunachal Pradesh",ARUNACHAL PRADESH,CBSE
Jawahar Navodaya Vidyalayas Mahadevpur Lohit - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
"Jawahar Navodaya Vidyalayas Nec Farm, Tawang - Arunachal Pradesh",ARUNACHAL PRADESH,CBSE
"Jawahar Navodaya Vidyalayas New Seppa, East Kameng - Arunachal Pradesh",ARUNACHAL PRADESH,CBSE
Jawahar Navodaya Vidyalayas Post Bordumsa-goju Changlang - Arunachal Pradesh,ARUNACHAL PRADESH,CBSE
"Jawahar Navodaya Vidyalayas Roing-midland, Dibang Valley - Arunachal Pradesh",ARUNACHAL PRADESH,CBSE
"Jawahar Navodaya Vidyalayas Tissa, Tirap - Arunachal Pradesh",ARUNACHAL PRADESH,CBSE
Tashi Namgyal Academy ICSE EAST SIKKIM Sikkim,Sikkim,ICSE
St. Xavier's School ICSE EAST SIKKIM Sikkim,Sikkim,ICSE
St. Joseph's School ICSE EAST SIKKIM Sikkim,Sikkim,ICSE
St. Joseph's School ICSE EAST SIKKIM,Sikkim,ICSE
Sikkim Namchi Public School ICSE SOUTH SIKKIM Sikkim,Sikkim,ICSE
St. Francis School ICSE SOUTH SIKKIM,Sikkim,ICSE
Sikkim Don Bosco School ICSE WEST SIKKIM,Sikkim,ICSE
Sikkim St. Mary's Convent School ICSE WEST SIKKIM Sikkim,Sikkim,ICSE
Army School Libing Gangtok - Sikkim,Sikkim,CBSE
Assam Rifles School Pegong North Sikkim - Sikkim,Sikkim,CBSE
Assam Rifles School Pegong North Sikkim - Sikkim,Sikkim,CBSE
Bahai's School Tadong Gangtok - Sikkim,Sikkim,CBSE
Dav Public School Rangit H E Project South Sikkim - Sikkim,Sikkim,CBSE
Enchey Senior Secondary School Rajbhawan Gangtok - Sikkim,Sikkim,CBSE
Government Co-edn Secondary School Tadong East Sikkim - Sikkim,Sikkim,CBSE
Government Co-edn. Secondary School Melli Dara South Sikkim - Sikkim,Sikkim,CBSE
Government Co-edu Secondary School Kitam East Sikkim - Sikkim,Sikkim,CBSE
Government Girls Secondary School Gyalshing West Sikkim - Sikkim,Sikkim,CBSE
Government Girls Secondary School Namchi South Sikkim - Sikkim,Sikkim,CBSE
Government High School Tashiding West Sikkim - Sikkim,Sikkim,CBSE
Government Rangchang Secondary School Ralong South Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Aho Shanti Po East Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Aritar East Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Bahai Sarmasa East Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Ben South Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Bermiok Martam West Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Bikmat South Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Borong South Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Buriakhop West Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Chakung West Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Chumbong West Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Chungthang North Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Dalapchand East Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Damthang South Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Daramdin West Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Darap West Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Dikchu East Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Dodak West Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Duga East Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School East Point East Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Gerethang West Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Heegyathang North Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Jorethang South Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Jorrong South Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Kaluk West Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Kalzang North Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Kewzing South Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Khaniserbang West Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Khechuheri West Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Lachen North Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Lingchom West Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Lingdok Via- Gangtok - Sikkim,Sikkim,CBSE
Government Secondary School Lingee South Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Lingmo Kolthang South Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Lingtam East Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Linkey East Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Luing East Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Machong East Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Makha East Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Mangshila North Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Maniram Via Namchi South Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Melli Bazar South Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Middle Camp East Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Namcheybong East Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Namphok South Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Namthang South Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Nandok East Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Nandugaon South Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School New Namchi South Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Okhrey West Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Passingdong North Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Penlong East Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Phadamchen East Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Phensang North Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Po- Lachung North Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Post - Lingdong North Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Post - Perbing South Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Ranka Dhajey East Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Ratey Paney South Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Rong South Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Rumtek East Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Sumbuk South Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Syaplya Sardary South Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Tarpin East Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Tharpu West Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Timburbung West Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Tingboong North Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Turuk South Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Turung South Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Uttarey West Sikkim - Sikkim,Sikkim,CBSE
"Government Secondary School Vok , Via- Namchi South Sikkim - Sikkim",Sikkim,CBSE
Government Secondary School Yangsum West Sikkim - Sikkim,Sikkim,CBSE
Government Secondary School Yuksom West Sikkim - Sikkim,Sikkim,CBSE
